timestamp,agentId,kpiName,value,unit,context
2025-05-25T10:36:51.758Z,ManufacturerAgent,Inventory_ComponentValue_Update_NonJIT,660,USD,"{""componentId"":""COMP-003"",""quantityChange"":30,""unitPrice"":22,""changeType"":""ACQUISITION_NON_JIT"",""supplierId"":""SUPPLIER-A""}"
2025-05-25T10:36:51.765Z,ManufacturerAgent,ComponentProcurementRequested,1,requestId,"{""scenario"":""CarbonTax"",""requestId"":""CR-COMP-003-1748169411759"",""componentId"":""COMP-003"",""productionOrderId"":""PO-PROD-001-1748169408312""}"
2025-05-25T10:36:51.774Z,LogisticsScenarioSetup,ShipmentCreatedForLogistics,1,shipmentId,"{""scenario"":""CarbonTax"",""shipmentId"":""SHIP-CR-COMP-001-1748169410232-1748169411773"",""componentRequestId"":""CR-COMP-001-1748169410232""}"
2025-05-25T10:36:55.799Z,LogisticsAgent,RoutePlanned,1,routeId,"{""scenario"":""CarbonTax"",""routeId"":""ROUTE-1748169415795"",""shipmentId"":""SHIP-CR-COMP-001-1748169410232-1748169411773""}"
2025-05-25T10:36:59.488Z,CarbonAuditorAgent,ShipmentEmissionsAssessed,2.76,kgCO2e,"{""scenario"":""CarbonTax"",""shipmentId"":""SHIP-CR-COMP-001-1748169410232-1748169411773"",""routeId"":""ROUTE-1748169415795"",""carbonTaxRate"":0.05,""calculatedTax"":0.13799999999999998,""apiResponse"":{""distance_value"":783,""weight_unit"":""kg"",""transport_method"":""truck"",""weight_value"":55,""distance_unit"":""km"",""estimated_at"":""2025-05-25T10:37:59.494Z"",""carbon_g"":2756,""carbon_lb"":6.08,""carbon_kg"":2.76,""carbon_mt"":0}}"
2025-05-25T10:36:59.489Z,LogisticsAgent,RouteCostUpdatedWithCarbonTax,0.13799999999999998,USD,"{""scenario"":""CarbonTax"",""routeId"":""ROUTE-1748169415795"",""shipmentId"":""SHIP-CR-COMP-001-1748169410232-1748169411773"",""originalCost"":0,""newTotalCost"":0.13799999999999998}"
2025-05-25T10:36:59.490Z,LogisticsScenarioSetup,ShipmentCreatedForLogistics,1,shipmentId,"{""scenario"":""CarbonTax"",""shipmentId"":""SHIP-CR-COMP-003-1748169411759-1748169419490"",""componentRequestId"":""CR-COMP-003-1748169411759""}"
2025-05-25T10:37:01.702Z,LogisticsAgent,RoutePlanned,1,routeId,"{""scenario"":""CarbonTax"",""routeId"":""ROUTE-1748169421695"",""shipmentId"":""SHIP-CR-COMP-003-1748169411759-1748169419490""}"
2025-05-25T10:37:04.272Z,CarbonAuditorAgent,ShipmentEmissionsAssessed,0.38,kgCO2e,"{""scenario"":""CarbonTax"",""shipmentId"":""SHIP-CR-COMP-003-1748169411759-1748169419490"",""routeId"":""ROUTE-1748169421695"",""carbonTaxRate"":0.05,""calculatedTax"":0.019000000000000003,""apiResponse"":{""distance_value"":395,""weight_unit"":""kg"",""transport_method"":""truck"",""weight_value"":15,""distance_unit"":""km"",""estimated_at"":""2025-05-25T10:38:04.053Z"",""carbon_g"":379,""carbon_lb"":0.84,""carbon_kg"":0.38,""carbon_mt"":0}}"
2025-05-25T10:37:04.273Z,LogisticsAgent,RouteCostUpdatedWithCarbonTax,0.019000000000000003,USD,"{""scenario"":""CarbonTax"",""routeId"":""ROUTE-1748169421695"",""shipmentId"":""SHIP-CR-COMP-003-1748169411759-1748169419490"",""originalCost"":0,""newTotalCost"":0.019000000000000003}"
2025-05-25T10:37:04.274Z,SupplierInteraction,NoComponentRequestsForSupplier,0,count,"{""scenario"":""CarbonTax"",""productionOrderId"":""PO-PROD-001-1748169408312""}"
2025-05-25T10:37:04.274Z,ManufacturerInteraction,NoConfirmedDeliveries,0,count,"{""scenario"":""CarbonTax""}"
2025-05-25T10:37:04.274Z,ManufacturerInteraction,NoApprovedOrdersToStart,0,count,"{""scenario"":""CarbonTax""}"
