timestamp,agentId,kpiName,value,unit,context
2025-05-25T09:23:05.925Z,ManufacturerAgent,NonJIT_Procurement_ComponentReceived,30,units,"{""componentId"":""COMP-003"",""supplierId"":""SUPPLIER-A"",""offerId"":""OFFER-MA-003-A"",""unitPrice"":22,""currency"":""USD"",""leadTimeDays"":4}"
2025-05-25T09:23:05.925Z,ManufacturerAgent,Inventory_ComponentValue_Update_NonJIT,660,USD,"{""componentId"":""COMP-003"",""quantityChange"":30,""unitPrice"":22,""changeType"":""ACQUISITION_NON_JIT"",""supplierId"":""SUPPLIER-A""}"
2025-05-25T09:23:05.930Z,ManufacturerAgent,ComponentProcurementRequested,1,requestId,"{""requestId"":""CR-COMP-003-1748164985925"",""componentId"":""COMP-003"",""productionOrderId"":""PO-PROD-001-1748164978337"",""scenario"":""Sustainability""}"
2025-05-25T09:23:05.941Z,LogisticsScenarioSetup,ShipmentCreatedForLogistics,1,shipmentId,"{""shipmentId"":""SHIP-CR-COMP-001-1748164983784-1748164985940"",""componentRequestId"":""CR-COMP-001-1748164983784"",""scenario"":""Sustainability""}"
2025-05-25T09:23:07.460Z,LogisticsAgent,RoutePlanned,1,routeId,"{""routeId"":""ROUTE-1748164987454"",""shipmentId"":""SHIP-CR-COMP-001-1748164983784-1748164985940"",""scenario"":""Sustainability""}"
2025-05-25T09:23:12.635Z,CarbonAuditorAgent,EstimatedShipmentEmissionsApiSuccess,3.14,kgCO2eq,"{""shipmentId"":""SHIP-CR-COMP-001-1748164983784-1748164985940"",""routeId"":""ROUTE-1748164987454"",""source"":""CarbonInterfaceAPI"",""estimateId"":""7a37e0df-d36d-40e2-9611-c20845587bcb"",""scenario"":""Sustainability""}"
2025-05-25T09:23:12.637Z,LogisticsScenarioSetup,ShipmentCreatedForLogistics,1,shipmentId,"{""shipmentId"":""SHIP-CR-COMP-003-1748164985925-1748164992636"",""componentRequestId"":""CR-COMP-003-1748164985925"",""scenario"":""Sustainability""}"
2025-05-25T09:23:14.895Z,LogisticsAgent,RoutePlanned,1,routeId,"{""routeId"":""ROUTE-1748164994887"",""shipmentId"":""SHIP-CR-COMP-003-1748164985925-1748164992636"",""scenario"":""Sustainability""}"
2025-05-25T09:23:16.933Z,CarbonAuditorAgent,EstimatedShipmentEmissionsApiSuccess,0.42,kgCO2eq,"{""shipmentId"":""SHIP-CR-COMP-003-1748164985925-1748164992636"",""routeId"":""ROUTE-1748164994887"",""source"":""CarbonInterfaceAPI"",""estimateId"":""f4033876-48ae-4ca4-b917-6c72b1c0bd63"",""scenario"":""Sustainability""}"
2025-05-25T09:23:18.362Z,SupplierAgent,ComponentOrderConfirmed,1,orderId,"{""supplierOrderId"":""ORD-COMP-001-1748164998356"",""componentRequestId"":""CR-COMP-001-1748164983784"",""scenario"":""Sustainability""}"
2025-05-25T09:23:19.428Z,SupplierAgent,ComponentOrderConfirmed,1,orderId,"{""supplierOrderId"":""ORD-COMP-003-1748164999423"",""componentRequestId"":""CR-COMP-003-1748164985925"",""scenario"":""Sustainability""}"
2025-05-25T09:23:19.430Z,ManufacturerAgent,ComponentReceived,110,units,"{""componentId"":""COMP-001"",""componentRequestId"":""CR-COMP-001-1748164983784"",""supplierId"":""SUPPLIER-A"",""scenario"":""Sustainability""}"
2025-05-25T09:23:19.432Z,ManufacturerAgent,ProductionOrderReady,1,statusEvent,"{""productionOrderId"":""PO-PROD-001-1748164978337"",""newStatus"":""APPROVED"",""scenario"":""Sustainability""}"
2025-05-25T09:23:19.432Z,ManufacturerAgent,ComponentReceived,30,units,"{""componentId"":""COMP-003"",""componentRequestId"":""CR-COMP-003-1748164985925"",""supplierId"":""SUPPLIER-A"",""scenario"":""Sustainability""}"
2025-05-25T09:23:19.434Z,ManufacturerAgent,ProductionStarted,1,statusEvent,"{""productionOrderId"":""PO-PROD-001-1748164978337"",""newStatus"":""IN_PROGRESS"",""scenario"":""Sustainability""}"
